Year,Month,Model,Units_Sold,Price,Revenue,Dealer,Region,Fuel_Type,Transmission
2014,12,7 Series,21,97047.29,2037993.0899999999,Dealer_4,South America,Electric,Automatic
2018,9,7 Series,17,86404.69,1468879.73,Dealer_17,Europe,Hybrid,Manual
2024,8,X5,17,60303.05,1025151.8500000001,Dealer_47,Europe,Petrol,Automatic
2016,11,M3,22,75661.36,1664549.92,Dealer_5,Europe,Diesel,Automatic
2013,6,X3,25,56981.08,1424527.0,Dealer_1,Europe,Diesel,Manual
2021,8,X1,21,38804.08,814885.68,Dealer_46,Europe,Electric,Manual
2018,6,X3,20,48681.53,973630.6,Dealer_35,Africa,Hybrid,Automatic
2014,6,i8,16,163078.1,2609249.6,Dealer_30,North America,Electric,Automatic
2024,4,X5,19,64601.98,1227437.62,Dealer_3,South America,Diesel,Manual
2010,5,i8,23,165259.85,3800976.5500000003,Dealer_38,Africa,Electric,Automatic
2012,4,X5,24,62985.36,1511648.6400000001,Dealer_37,Europe,Electric,Automatic
2014,8,Z4,17,54625.42,928632.14,Dealer_32,Middle East,Diesel,Automatic
2012,3,Z4,25,53198.19,1329954.75,Dealer_12,South America,Petrol,Manual
2023,2,M5,23,96028.2,2208648.6,Dealer_1,Middle East,Diesel,Manual
2011,12,7 Series,14,76733.11,1074263.54,Dealer_33,Middle East,Hybrid,Manual
2019,11,M5,26,123917.97,3221867.22,Dealer_31,Africa,Electric,Manual
2010,9,i8,23,143276.22,3295353.06,Dealer_2,South America,Hybrid,Automatic
2010,9,Z4,18,55110.49,991988.82,Dealer_12,North America,Petrol,Manual
2013,4,M3,17,74055.58,1258944.86,Dealer_23,Asia,Electric,Manual
2015,7,i3,16,48127.53,770040.48,Dealer_45,Europe,Hybrid,Manual
2020,11,3 Series,20,38978.11,779562.2,Dealer_25,Middle East,Electric,Manual
2020,1,Z4,26,47570.75,1236839.5,Dealer_32,Middle East,Hybrid,Manual
2024,9,3 Series,18,40695.06,732511.08,Dealer_45,South America,Electric,Automatic
2010,2,M5,22,123655.92,2720430.2399999998,Dealer_35,South America,Petrol,Manual
2024,6,3 Series,23,49914.51,1148033.73,Dealer_38,Europe,Electric,Manual
2014,3,M3,22,68049.92,1497098.24,Dealer_25,Africa,Hybrid,Automatic
2022,12,7 Series,25,96657.7,2416442.5,Dealer_45,Africa,Petrol,Automatic
2010,2,X6,27,67875.02,1832625.54,Dealer_5,Asia,Electric,Automatic
2010,11,X3,20,54483.09,1089661.7999999998,Dealer_29,Middle East,Diesel,Automatic
2018,7,X6,18,66900.49,1204208.82,Dealer_38,Africa,Electric,Manual
2022,10,X3,23,54691.99,1257915.77,Dealer_46,North America,Petrol,Automatic
2012,7,Z4,16,56758.35,908133.6,Dealer_10,Africa,Electric,Automatic
2015,2,5 Series,15,49585.72,743785.8,Dealer_20,Middle East,Hybrid,Automatic
2011,3,5 Series,18,52591.96,946655.28,Dealer_29,South America,Electric,Manual
2010,2,X5,23,69307.29,1594067.67,Dealer_39,South America,Hybrid,Automatic
2010,5,X6,17,71143.79,1209444.43,Dealer_6,Africa,Diesel,Manual
2020,7,7 Series,27,80040.42,2161091.34,Dealer_20,Asia,Electric,Manual
2011,3,X6,22,68795.2,1513494.4,Dealer_20,Middle East,Petrol,Automatic
2014,4,Z4,20,54375.51,1087510.2,Dealer_39,South America,Diesel,Automatic
2011,3,X3,21,43297.45,909246.45,Dealer_26,Asia,Electric,Automatic
2017,6,X6,16,80124.98,1281999.68,Dealer_42,South America,Diesel,Automatic
2015,10,Z4,13,48012.77,624166.01,Dealer_21,Europe,Electric,Automatic
2014,12,Z4,17,54493.54,926390.18,Dealer_37,Europe,Hybrid,Automatic
2014,7,X5,18,60720.81,1092974.58,Dealer_37,Europe,Diesel,Manual
2021,8,Z4,24,48144.73,1155473.52,Dealer_19,Africa,Petrol,Automatic
2020,8,7 Series,22,92650.07,2038301.54,Dealer_16,Asia,Diesel,Automatic
2022,7,5 Series,24,56909.6,1365830.4,Dealer_39,Middle East,Electric,Automatic
2018,1,X5,22,72181.87,1588001.14,Dealer_35,South America,Petrol,Manual
2022,4,M5,21,115437.86,2424195.06,Dealer_11,Africa,Petrol,Automatic
2022,6,X6,19,65224.84,1239271.96,Dealer_7,Asia,Diesel,Manual
2017,6,X6,14,72724.33,1018140.62,Dealer_44,South America,Diesel,Automatic
2010,8,5 Series,24,54374.63,1304991.1199999999,Dealer_6,North America,Diesel,Automatic
2014,6,i3,24,51087.64,1226103.3599999999,Dealer_34,Middle East,Hybrid,Automatic
2011,8,Z4,17,55451.45,942674.6499999999,Dealer_21,North America,Hybrid,Manual
2022,12,5 Series,25,49872.65,1246816.25,Dealer_22,Africa,Petrol,Manual
2024,12,X1,18,36917.94,664522.92,Dealer_36,Europe,Hybrid,Automatic
2017,4,X6,19,76224.97,1448274.43,Dealer_12,Africa,Electric,Automatic
2010,12,M3,29,81545.04,2364806.1599999997,Dealer_29,South America,Electric,Automatic
2010,12,X1,31,33660.74,1043482.94,Dealer_49,Africa,Petrol,Manual
2022,9,7 Series,16,85827.72,1373243.52,Dealer_13,Middle East,Petrol,Automatic
2020,8,i8,27,166568.49,4497349.2299999995,Dealer_21,South America,Electric,Automatic
2019,2,X5,25,65363.71,1634092.75,Dealer_30,South America,Diesel,Automatic
2024,10,M3,17,64779.79,1101256.43,Dealer_9,Asia,Petrol,Manual
2014,2,7 Series,30,86019.3,2580579.0,Dealer_10,South America,Electric,Automatic
2019,3,M3,16,71057.91,1136926.56,Dealer_12,Middle East,Diesel,Manual
2017,5,7 Series,28,81271.01,2275588.28,Dealer_29,South America,Petrol,Automatic
2010,8,7 Series,24,81475.78,1955418.72,Dealer_25,South America,Electric,Automatic
2020,8,X6,30,77912.99,2337389.7,Dealer_29,Middle East,Diesel,Manual
2019,1,X1,18,34566.94,622204.92,Dealer_18,Europe,Hybrid,Manual
2022,8,M3,17,78592.88,1336078.96,Dealer_50,Middle East,Petrol,Manual
2014,9,X5,13,69069.85,897908.05,Dealer_49,North America,Electric,Manual
2016,2,Z4,19,57451.06,1091570.14,Dealer_49,Europe,Hybrid,Manual
2017,5,X5,12,75312.89,903754.6799999999,Dealer_6,Middle East,Petrol,Manual
2013,12,M3,21,77471.81,1626908.01,Dealer_46,South America,Electric,Manual
2019,3,X1,18,40042.06,720757.08,Dealer_4,South America,Hybrid,Automatic
2019,9,7 Series,27,84753.17,2288335.59,Dealer_46,Asia,Hybrid,Automatic
2023,9,M5,17,120178.2,2043029.4,Dealer_9,Middle East,Petrol,Automatic
2023,11,7 Series,27,94386.38,2548432.2600000002,Dealer_9,Europe,Diesel,Automatic
2023,4,M5,27,106870.07,2885491.89,Dealer_10,South America,Hybrid,Automatic
2016,8,5 Series,25,59954.86,1498871.5,Dealer_50,North America,Electric,Automatic
2021,6,i3,21,53328.43,1119897.03,Dealer_21,South America,Petrol,Manual
2021,8,M5,25,115420.53,2885513.25,Dealer_23,North America,Electric,Manual
2016,4,i3,20,44125.25,882505.0,Dealer_19,Asia,Diesel,Automatic
2022,6,M5,17,118511.0,2014687.0,Dealer_3,North America,Electric,Manual
2011,3,i3,19,46662.99,886596.8099999999,Dealer_28,Europe,Diesel,Automatic
2012,5,5 Series,18,60300.7,1085412.5999999999,Dealer_17,North America,Hybrid,Manual
2010,7,M5,10,104123.54,1041235.3999999999,Dealer_45,Europe,Electric,Manual
2021,2,3 Series,19,40489.11,769293.09,Dealer_5,Europe,Diesel,Automatic
2010,1,Z4,25,50153.61,1253840.25,Dealer_8,Middle East,Diesel,Automatic
2011,4,X6,20,64875.95,1297519.0,Dealer_7,North America,Hybrid,Automatic
2024,5,7 Series,30,86259.39,2587781.7,Dealer_49,Europe,Diesel,Manual
2018,10,3 Series,22,45490.02,1000780.44,Dealer_11,Middle East,Hybrid,Manual
2020,12,7 Series,30,99957.3,2998719.0,Dealer_40,Africa,Electric,Manual
2011,2,7 Series,22,95687.36,2105121.92,Dealer_38,Africa,Electric,Automatic
2016,6,7 Series,17,82818.55,1407915.35,Dealer_42,North America,Diesel,Automatic
2022,12,3 Series,17,48483.44,824218.48,Dealer_43,Asia,Diesel,Manual
2021,7,X3,25,52504.84,1312621.0,Dealer_16,Middle East,Electric,Manual
2013,8,M5,20,113208.79,2264175.8,Dealer_34,North America,Hybrid,Automatic
2012,7,M3,24,71838.13,1724115.12,Dealer_35,Africa,Diesel,Automatic
2022,2,3 Series,26,45200.78,1175220.28,Dealer_1,Asia,Diesel,Manual
2024,1,X6,17,73638.82,1251859.9400000002,Dealer_41,Africa,Electric,Automatic
2021,7,5 Series,22,60068.87,1321515.1400000001,Dealer_35,South America,Diesel,Automatic
2011,5,5 Series,14,57936.53,811111.4199999999,Dealer_14,Europe,Hybrid,Automatic
2019,11,M5,18,115953.25,2087158.5,Dealer_5,Asia,Electric,Manual
2010,4,5 Series,23,64756.36,1489396.28,Dealer_8,Middle East,Petrol,Automatic
2020,12,M5,14,117830.73,1649630.22,Dealer_8,North America,Diesel,Manual
2012,8,X5,19,68698.6,1305273.4000000001,Dealer_47,Asia,Diesel,Automatic
2012,12,X3,24,53754.28,1290102.72,Dealer_8,North America,Hybrid,Automatic
2014,9,5 Series,13,53838.67,699902.71,Dealer_37,Africa,Petrol,Automatic
2017,9,X5,23,59581.06,1370364.38,Dealer_37,Europe,Hybrid,Manual
2014,2,M3,26,77156.53,2006069.78,Dealer_8,Europe,Petrol,Manual
2023,1,X1,21,31982.81,671639.01,Dealer_24,Middle East,Diesel,Manual
2024,1,i8,26,159730.85,4153002.1,Dealer_46,Africa,Electric,Manual
2015,4,X6,23,82232.95,1891357.8499999999,Dealer_21,Asia,Petrol,Automatic
2011,9,M5,18,122911.14,2212400.52,Dealer_12,Europe,Petrol,Automatic
2011,8,X3,25,54338.8,1358470.0,Dealer_20,Asia,Petrol,Automatic
2010,6,X1,24,34561.75,829482.0,Dealer_20,Africa,Diesel,Automatic
2015,10,i3,23,53970.13,1241312.99,Dealer_50,Europe,Diesel,Manual
2010,7,3 Series,16,40735.77,651772.32,Dealer_23,Africa,Petrol,Automatic
2010,11,X6,27,80829.13,2182386.5100000002,Dealer_47,Asia,Petrol,Manual
2018,4,X6,26,73332.61,1906647.86,Dealer_4,Europe,Hybrid,Manual
2010,4,i8,19,143348.39,2723619.41,Dealer_24,Middle East,Petrol,Manual
2018,3,M5,16,120328.83,1925261.28,Dealer_5,South America,Petrol,Automatic
2020,3,X1,26,34562.6,898627.6,Dealer_21,Middle East,Hybrid,Automatic
2017,5,X1,23,32284.22,742537.06,Dealer_13,Europe,Petrol,Manual
2011,3,i3,23,46791.74,1076210.02,Dealer_27,North America,Hybrid,Manual
2017,5,i3,25,44077.61,1101940.25,Dealer_8,North America,Diesel,Automatic
2023,12,Z4,25,54049.54,1351238.5,Dealer_14,Asia,Diesel,Manual
2021,4,X5,33,66226.77,2185483.41,Dealer_4,Africa,Hybrid,Automatic
2023,3,3 Series,24,49796.42,1195114.08,Dealer_29,South America,Diesel,Manual
2017,2,7 Series,18,79597.06,1432747.08,Dealer_4,Europe,Diesel,Manual
2023,7,X5,19,71882.56,1365768.64,Dealer_42,North America,Hybrid,Manual
2010,2,X1,24,40976.21,983429.04,Dealer_29,Europe,Petrol,Automatic
2011,1,i3,25,41183.61,1029590.25,Dealer_37,Middle East,Electric,Automatic
2010,7,M5,21,107939.92,2266738.32,Dealer_23,Europe,Diesel,Automatic
2014,8,7 Series,23,77383.56,1779821.88,Dealer_40,South America,Diesel,Automatic
2017,7,i8,20,146119.3,2922386.0,Dealer_6,Asia,Electric,Manual
2016,4,M5,16,122366.55,1957864.8,Dealer_34,Europe,Petrol,Automatic
2022,12,X5,24,67853.85,1628492.4000000001,Dealer_32,Asia,Hybrid,Automatic
2014,3,3 Series,13,41817.86,543632.18,Dealer_15,North America,Hybrid,Manual
2022,8,i8,23,141012.18,3243280.1399999997,Dealer_38,Europe,Diesel,Manual
2013,11,X1,31,34298.53,1063254.43,Dealer_48,North America,Diesel,Automatic
2015,3,7 Series,20,82532.05,1650641.0,Dealer_21,Africa,Hybrid,Manual
2021,12,X5,20,76977.4,1539548.0,Dealer_37,Europe,Diesel,Automatic
2018,5,7 Series,20,89006.13,1780122.6,Dealer_6,North America,Diesel,Manual
2010,9,i3,28,40509.23,1134258.4400000002,Dealer_40,Europe,Diesel,Automatic
2021,3,X5,17,59661.34,1014242.7799999999,Dealer_10,South America,Diesel,Manual
2023,9,X5,23,77230.9,1776310.7,Dealer_24,Africa,Electric,Manual
2015,5,X5,27,61160.81,1651341.8699999999,Dealer_11,Africa,Electric,Automatic
2020,6,7 Series,34,94533.16,3214127.44,Dealer_36,Africa,Hybrid,Manual
2020,10,7 Series,25,86148.79,2153719.75,Dealer_47,Africa,Hybrid,Manual
2012,12,3 Series,15,49754.73,746320.9500000001,Dealer_37,Middle East,Petrol,Manual
2019,6,M3,29,67638.8,1961525.2000000002,Dealer_37,North America,Electric,Manual
2015,12,5 Series,25,53426.93,1335673.25,Dealer_21,Europe,Petrol,Automatic
2017,1,X3,15,46219.45,693291.75,Dealer_45,North America,Hybrid,Automatic
2022,2,Z4,23,45019.22,1035442.06,Dealer_25,Middle East,Electric,Manual
2024,7,i3,17,52403.9,890866.3,Dealer_23,South America,Electric,Manual
2023,8,M3,12,76670.36,920044.3200000001,Dealer_44,Europe,Diesel,Automatic
2011,1,X3,18,43489.12,782804.16,Dealer_17,North America,Petrol,Automatic
2012,7,7 Series,18,95165.62,1712981.16,Dealer_36,North America,Hybrid,Automatic
2021,1,X6,19,82791.29,1573034.5099999998,Dealer_11,South America,Electric,Manual
2010,2,X5,22,62508.23,1375181.06,Dealer_13,Middle East,Hybrid,Automatic
2014,4,5 Series,25,50318.98,1257974.5,Dealer_37,South America,Electric,Manual
2010,6,3 Series,21,43187.84,906944.6399999999,Dealer_19,Africa,Electric,Manual
2011,1,X1,15,33293.74,499406.1,Dealer_19,North America,Electric,Manual
2014,7,i3,23,47102.81,1083364.63,Dealer_43,Asia,Petrol,Automatic
2012,6,X6,22,70757.43,1556663.46,Dealer_29,North America,Hybrid,Automatic
2017,5,X1,19,40289.33,765497.27,Dealer_37,North America,Diesel,Manual
2011,11,X5,14,74259.51,1039633.1399999999,Dealer_27,South America,Diesel,Manual
2023,7,i8,8,143582.55,1148660.4,Dealer_35,Africa,Electric,Manual
2017,5,5 Series,20,56014.27,1120285.4,Dealer_46,North America,Diesel,Manual
2022,8,7 Series,22,100701.07,2215423.54,Dealer_11,Europe,Diesel,Manual
2010,7,5 Series,25,65806.62,1645165.5,Dealer_28,Europe,Diesel,Automatic
2015,12,5 Series,16,50935.95,814975.2,Dealer_36,Middle East,Hybrid,Automatic
2018,8,3 Series,23,47710.54,1097342.42,Dealer_40,South America,Electric,Manual
2016,3,7 Series,24,90948.15,2182755.5999999996,Dealer_38,North America,Petrol,Manual
2022,5,i8,19,162965.7,3096348.3000000003,Dealer_27,Asia,Electric,Automatic
2019,10,i3,22,41005.79,902127.38,Dealer_18,Middle East,Diesel,Automatic
2010,7,X5,20,71965.02,1439300.4000000001,Dealer_4,Africa,Electric,Automatic
2024,6,3 Series,21,42057.11,883199.31,Dealer_20,Asia,Hybrid,Automatic
2023,12,M5,13,97593.85,1268720.05,Dealer_15,Europe,Hybrid,Automatic
2022,6,X3,17,53694.71,912810.07,Dealer_39,Africa,Petrol,Manual
2017,4,X6,27,78559.84,2121115.6799999997,Dealer_49,South America,Hybrid,Manual
2018,3,5 Series,16,54633.53,874136.48,Dealer_33,Middle East,Diesel,Manual
2012,4,X1,23,40288.26,926629.9800000001,Dealer_16,North America,Electric,Manual
2024,6,Z4,22,47986.65,1055706.3,Dealer_24,Middle East,Electric,Manual
2020,1,X1,17,35410.9,601985.3,Dealer_39,Middle East,Diesel,Automatic
2019,9,X5,13,65212.86,847767.18,Dealer_17,Africa,Petrol,Automatic
2010,7,3 Series,18,39852.63,717347.34,Dealer_37,Europe,Diesel,Manual
2020,4,X3,24,52582.86,1261988.6400000001,Dealer_33,North America,Petrol,Automatic
2024,3,M5,19,99955.82,1899160.58,Dealer_1,Europe,Hybrid,Automatic
2021,12,M5,27,103174.42,2785709.34,Dealer_25,Asia,Electric,Automatic
2013,8,X3,20,52951.62,1059032.4000000001,Dealer_40,Middle East,Petrol,Manual
2018,11,X5,21,69448.41,1458416.61,Dealer_39,South America,Hybrid,Automatic
2020,2,i3,28,41361.8,1158130.4000000001,Dealer_18,Africa,Hybrid,Automatic
2014,11,Z4,18,59282.82,1067090.76,Dealer_42,Asia,Diesel,Manual
2018,4,3 Series,28,47948.42,1342555.76,Dealer_39,Middle East,Hybrid,Manual
2021,1,M5,23,110167.24,2533846.52,Dealer_19,Asia,Electric,Automatic
2016,12,3 Series,24,45146.1,1083506.4,Dealer_37,Europe,Hybrid,Manual
2020,9,M5,16,119224.26,1907588.16,Dealer_43,Asia,Hybrid,Manual
2023,11,i8,35,133607.71,4676269.85,Dealer_7,Middle East,Diesel,Automatic
2021,9,7 Series,26,100646.55,2616810.3000000003,Dealer_22,Africa,Petrol,Manual
2015,4,Z4,20,58071.48,1161429.6,Dealer_27,Asia,Hybrid,Automatic
2019,5,i3,19,51991.39,987836.41,Dealer_31,North America,Petrol,Automatic
2024,4,i8,16,131032.27,2096516.32,Dealer_44,Middle East,Hybrid,Automatic
2010,3,7 Series,34,101804.87,3461365.58,Dealer_22,Middle East,Electric,Manual
2015,12,7 Series,23,96363.0,2216349.0,Dealer_32,Asia,Diesel,Automatic
2020,1,3 Series,25,43495.87,1087396.75,Dealer_14,Europe,Diesel,Automatic
2022,2,7 Series,34,92169.23,3133753.82,Dealer_41,Middle East,Electric,Automatic
2017,7,3 Series,17,38275.34,650680.7799999999,Dealer_13,Africa,Hybrid,Manual
2024,6,i8,16,134004.22,2144067.52,Dealer_44,North America,Diesel,Manual
2021,6,X3,19,45056.6,856075.4,Dealer_25,South America,Hybrid,Manual
2011,1,X3,20,56857.87,1137157.4000000001,Dealer_30,Africa,Hybrid,Automatic
2024,11,7 Series,23,85239.69,1960512.87,Dealer_32,Asia,Diesel,Manual
2024,7,3 Series,16,40678.07,650849.12,Dealer_47,Europe,Diesel,Manual
2019,9,7 Series,23,79640.63,1831734.4900000002,Dealer_46,Africa,Petrol,Automatic
2024,11,X3,22,54306.0,1194732.0,Dealer_40,North America,Petrol,Manual
2020,1,3 Series,17,46490.85,790344.45,Dealer_27,Middle East,Electric,Manual
2018,5,i3,18,49975.22,899553.96,Dealer_14,Africa,Petrol,Automatic
2016,11,5 Series,21,60430.97,1269050.37,Dealer_18,South America,Diesel,Automatic
2023,2,i8,10,156188.18,1561881.7999999998,Dealer_8,Asia,Petrol,Manual
2017,4,M3,20,67194.74,1343894.8,Dealer_17,South America,Diesel,Automatic
2021,7,X3,18,45509.38,819168.84,Dealer_36,Middle East,Diesel,Automatic
2015,4,3 Series,10,37960.64,379606.4,Dealer_6,North America,Electric,Manual
2011,9,5 Series,20,61438.8,1228776.0,Dealer_7,Asia,Diesel,Automatic
2014,5,i3,21,41176.08,864697.68,Dealer_12,North America,Hybrid,Automatic
2022,11,X5,15,66806.91,1002103.65,Dealer_8,North America,Petrol,Manual
2023,3,M5,18,114886.76,2067961.68,Dealer_22,Asia,Electric,Automatic
2024,12,5 Series,17,55648.27,946020.59,Dealer_22,Europe,Petrol,Automatic
2016,8,X3,34,55234.2,1877962.7999999998,Dealer_45,Middle East,Electric,Manual
2011,3,Z4,23,55896.17,1285611.91,Dealer_11,North America,Electric,Automatic
2022,10,M5,27,108302.13,2924157.5100000002,Dealer_40,Middle East,Hybrid,Manual
2023,11,Z4,30,59601.67,1788050.0999999999,Dealer_9,Middle East,Electric,Manual
2024,7,i3,21,41120.63,863533.23,Dealer_17,Africa,Hybrid,Manual
2021,11,i8,27,158236.21,4272377.67,Dealer_37,Africa,Diesel,Automatic
2018,9,Z4,24,55508.7,1332208.7999999998,Dealer_7,Middle East,Diesel,Automatic
2015,11,M5,17,114704.24,1949972.08,Dealer_10,South America,Petrol,Manual
2020,3,i8,19,161651.51,3071378.6900000004,Dealer_32,Europe,Petrol,Automatic
2015,4,X5,14,77417.83,1083849.62,Dealer_4,South America,Diesel,Automatic
2016,4,5 Series,22,57075.06,1255651.3199999998,Dealer_37,Middle East,Petrol,Automatic
2017,6,5 Series,27,65681.07,1773388.8900000001,Dealer_48,Africa,Petrol,Manual
2016,7,3 Series,19,44819.85,851577.15,Dealer_1,North America,Hybrid,Manual
2020,11,i3,25,53329.79,1333244.75,Dealer_24,North America,Diesel,Automatic
2015,9,M3,25,75598.97,1889974.25,Dealer_46,Africa,Hybrid,Automatic
2011,2,M5,26,101485.03,2638610.78,Dealer_22,Asia,Hybrid,Automatic
2021,2,3 Series,22,49100.65,1080214.3,Dealer_32,Europe,Electric,Manual
2014,10,X1,19,33469.21,635914.99,Dealer_26,Europe,Electric,Manual
2021,6,5 Series,20,61992.96,1239859.2,Dealer_3,Africa,Petrol,Automatic
2017,11,M3,19,83080.0,1578520.0,Dealer_9,Middle East,Petrol,Manual
2018,7,M3,17,73141.57,1243406.6900000002,Dealer_33,Europe,Diesel,Manual
2011,7,M5,17,113417.2,1928092.4,Dealer_21,South America,Electric,Automatic
2019,12,X1,22,34372.76,756200.7200000001,Dealer_22,Asia,Electric,Manual
2012,7,M3,23,77700.3,1787106.9000000001,Dealer_48,South America,Hybrid,Automatic
2021,12,i8,19,152568.5,2898801.5,Dealer_13,Europe,Hybrid,Automatic
2024,11,7 Series,21,101524.06,2132005.26,Dealer_42,Europe,Hybrid,Manual
2022,6,i8,19,146175.54,2777335.2600000002,Dealer_37,Africa,Electric,Automatic
2024,7,3 Series,22,44386.4,976500.8,Dealer_2,Middle East,Diesel,Manual
2020,1,X1,22,34303.27,754671.94,Dealer_11,Asia,Hybrid,Manual
2023,1,Z4,32,56765.36,1816491.52,Dealer_14,South America,Petrol,Automatic
2023,8,5 Series,16,59665.8,954652.8,Dealer_44,Africa,Diesel,Automatic
2013,9,Z4,19,49314.58,936977.02,Dealer_43,North America,Electric,Automatic
2016,11,X5,21,77333.75,1624008.75,Dealer_4,North America,Hybrid,Manual
2019,8,X1,18,41070.61,739270.98,Dealer_46,Africa,Hybrid,Manual
2022,12,X1,25,34588.87,864721.7500000001,Dealer_12,Africa,Petrol,Manual
2012,12,i8,18,131012.86,2358231.48,Dealer_3,Middle East,Hybrid,Automatic
2012,3,M3,24,80766.3,1938391.2000000002,Dealer_1,Asia,Electric,Manual
2010,3,X5,20,70139.17,1402783.4,Dealer_50,Africa,Hybrid,Automatic
2022,10,i8,16,141039.59,2256633.44,Dealer_46,Asia,Diesel,Manual
2018,2,i8,16,132693.56,2123096.96,Dealer_35,South America,Electric,Manual
2015,4,X1,24,38465.01,923160.24,Dealer_22,Asia,Hybrid,Manual
2022,10,i8,22,145944.0,3210768.0,Dealer_36,Africa,Petrol,Manual
2020,6,i3,33,43744.7,1443575.0999999999,Dealer_42,South America,Diesel,Manual
2020,6,X6,25,82234.58,2055864.5,Dealer_8,Middle East,Hybrid,Automatic
2010,9,X5,31,68529.03,2124399.93,Dealer_33,Middle East,Electric,Manual
2014,11,X1,17,34863.28,592675.76,Dealer_6,North America,Diesel,Manual
2020,2,X1,22,38538.52,847847.44,Dealer_50,Europe,Electric,Manual
2013,9,Z4,19,58179.56,1105411.64,Dealer_48,Middle East,Petrol,Manual
2010,8,Z4,25,49975.73,1249393.25,Dealer_6,North America,Petrol,Manual
2022,5,i8,26,128958.57,3352922.8200000003,Dealer_15,Asia,Electric,Automatic
2017,11,X6,23,72093.53,1658151.19,Dealer_2,Middle East,Petrol,Manual
2020,12,M3,23,64327.99,1479543.77,Dealer_48,South America,Petrol,Manual
2015,9,5 Series,22,54282.3,1194210.6,Dealer_44,Asia,Petrol,Automatic
2022,8,X6,17,71297.38,1212055.46,Dealer_43,North America,Electric,Manual
2018,4,7 Series,22,95542.22,2101928.84,Dealer_35,Asia,Diesel,Automatic
2020,12,M5,17,106253.61,1806311.37,Dealer_1,South America,Diesel,Manual
2010,1,M3,22,75529.75,1661654.5,Dealer_35,South America,Petrol,Automatic
2013,12,Z4,24,58553.2,1405276.7999999998,Dealer_23,Europe,Electric,Manual
2012,3,X1,20,37977.29,759545.8,Dealer_17,Europe,Petrol,Manual
2020,10,3 Series,15,48527.49,727912.35,Dealer_36,Middle East,Petrol,Automatic
2020,2,X3,24,44614.11,1070738.6400000001,Dealer_47,South America,Electric,Automatic
2015,3,M5,18,115147.4,2072653.2,Dealer_7,Asia,Petrol,Manual
2015,8,i3,16,44932.67,718922.72,Dealer_43,Asia,Diesel,Automatic
2022,6,X6,17,66541.43,1131204.3099999998,Dealer_21,Europe,Diesel,Automatic
2014,6,7 Series,13,93829.29,1219780.77,Dealer_22,Middle East,Electric,Automatic
2015,5,i3,13,47947.57,623318.41,Dealer_12,Africa,Petrol,Automatic
2023,3,i8,17,134250.14,2282252.3800000004,Dealer_47,Africa,Petrol,Manual
2024,1,i8,27,152528.31,4118264.37,Dealer_38,South America,Electric,Manual
2024,1,i8,21,136945.89,2875863.6900000004,Dealer_35,Middle East,Diesel,Automatic
